shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
210_1,45.5266267509178,-73.5245156389777,84,31.59
210_1,45.5246920493733,-73.5247324234683,85,31.8
210_1,45.5186813353223,-73.523705782169,86,32.48
210_1,45.5067771296515,-73.5200663233604,87,33.83
210_1,45.5025573271321,-73.5172496065509,88,34.35
210_1,45.4970686063455,-73.5149447945085,89,34.98
210_1,45.4875218273835,-73.5096075724334,90,36.12
210_1,45.4830947011122,-73.508122943603,91,36.63
210_1,45.479522449236,-73.5058583827941,92,37.06
210_1,45.4756352599809,-73.500217435939,93,37.68
210_1,45.4733136251649,-73.4974548249881,94,38.02
210_1,45.4695791950063,-73.4954854902157,95,38.46
210_1,45.4629741888425,-73.4931586949356,96,39.22
210_1,45.4526348566649,-73.4923161252586,97,40.37
210_1,45.4415397397716,-73.4932124164926,98,41.6
210_1,45.4374003132478,-73.4916663260604,99,42.08
210_1,45.4322530919599,-73.4909130313773,100,42.65
210_1,45.4301474458031,-73.4910795101922,101,42.89
210_1,45.4291036494337,-73.4915397487001,102,43.01
210_1,45.4236597529885,-73.4955658232092,103,43.69
210_1,45.4201323934272,-73.4984411069655,104,44.14
210_1,45.4149942188141,-73.5009965789297,105,44.75
210_1,45.4137524043482,-73.5019164559387,106,44.9
210_1,45.4113497122872,-73.5045098684094,107,45.24
210_1,45.4048615878053,-73.5073580363418,108,45.99
210_1,45.3987874632937,-73.5084557259242,109,46.68
210_1,45.3963128121392,-73.5089407096555,110,46.95
210_1,45.394557943032,-73.5106007990516,111,47.19
210_1,45.3917499097112,-73.5148148408991,112,47.64
210_1,45.3907599696973,-73.5155169978136,113,47.76
210_1,45.38974307426,-73.5158998484435,114,47.88
210_1,45.3787372778539,-73.5190761163188,115,49.13
210_1,45.3781432951508,-73.5195100405316,116,49.2
210_1,45.3778192606513,-73.5199951236706,117,49.26
210_1,45.3765947785237,-73.5235058928523,118,49.56
210_1,45.3766126046963,-73.5243230526638,119,49.63
210_1,45.3770532067528,-73.5258298780423,120,49.75
210_1,45.3817119942399,-73.5351917895143,121,50.65
210_1,45.3839415477796,-73.5414630740451,122,51.2
210_1,45.3853611668785,-73.5470445913202,123,51.67
210_1,45.3845061242018,-73.5474652849788,124,51.77
210_1,45.3846677297144,-73.548346537786,125,51.84
210_2,45.3846677297144,-73.548346537786,1,0.0
210_2,45.3845061242018,-73.5474652849788,2,0.07
210_2,45.3853611668785,-73.5470445913202,3,0.17
210_2,45.3839415477796,-73.5414630740451,4,0.64
210_2,45.3817119942399,-73.5351917895143,5,1.19
210_2,45.3770532067528,-73.5258298780423,6,2.08
210_2,45.3758120221721,-73.5228927128865,7,2.35
210_2,45.374553095116,-73.517963933268,8,2.76
210_2,45.3742113106813,-73.5168913578909,9,2.86
210_2,45.3739054131267,-73.5165082449035,10,2.9
210_2,45.373545506182,-73.5162400265469,11,2.95
210_2,45.3730055953184,-73.5161888032411,12,3.01
210_2,45.3726276106127,-73.5164823389311,13,3.05
210_2,45.37235754034,-73.5172355163855,14,3.12
210_2,45.3723934467492,-73.5178100448684,15,3.17
210_2,45.3727622542529,-73.5186655590221,16,3.24
210_2,45.3732570967524,-73.5191636446133,17,3.31
210_2,45.3747238157273,-73.5195088646938,18,3.48
210_2,45.38974307426,-73.5158998484435,19,5.17
210_2,45.3907599696973,-73.5155169978136,20,5.29
210_2,45.3917499097112,-73.5148148408991,21,5.41
210_2,45.3925239053463,-73.5138954887165,22,5.52
210_2,45.3953859503406,-73.5090171968994,23,6.02
210_2,45.3982747161716,-73.505658387772,24,6.43
210_2,45.4017483061867,-73.5012773667037,25,6.95
210_2,45.4055457030626,-73.49819879228,26,7.44
210_2,45.4079842833558,-73.4966273808606,27,7.73
210_2,45.4164604426904,-73.4888201393576,28,8.86
210_2,45.4181070396302,-73.4874654148004,29,9.07
210_2,45.4261150651038,-73.4822497447743,30,10.05
210_2,45.4315045683818,-73.4785928674409,31,10.71
210_2,45.4343117402553,-73.4766874354577,32,11.06
210_2,45.4354813937113,-73.4759328586181,33,11.2
210_2,45.4384414942288,-73.4740270906628,34,11.56
210_2,45.4394221839918,-73.4733747503131,35,11.68
210_2,45.4403759320087,-73.4729652655627,36,11.79
210_2,45.4411947463965,-73.4727475709036,37,11.88
210_2,45.441896613142,-73.4726705366555,38,11.96
210_2,45.4425084791464,-73.4725296297593,39,12.03
210_2,45.4431743205865,-73.4723247784228,40,12.11
210_2,45.4436961664664,-73.4720432944089,41,12.17
210_2,45.4473309720577,-73.4697020359012,42,12.61
210_2,45.4532689427343,-73.4659783363841,43,13.33
210_2,45.454609527984,-73.4653382505297,44,13.49
210_2,45.4550414056608,-73.4651717719445,45,13.54
210_2,45.455527289741,-73.465056400624,46,13.59
210_2,45.456085157761,-73.4649281967848,47,13.66
210_2,45.4565980566865,-73.4648767346617,48,13.71
210_2,45.4592886630686,-73.4650540773378,49,14.01
210_2,45.4614753600268,-73.4652573208267,50,14.26
210_2,45.463130973283,-73.4648982533248,51,14.44
210_2,45.4633918862246,-73.464757428023,52,14.47
210_2,45.4636077867024,-73.4645526914324,53,14.5
210_2,45.4639675624237,-73.4640281698236,54,14.56
210_2,45.4640215130235,-73.4639002582834,55,14.57
210_2,45.4643273234479,-73.4634652781739,56,14.62
210_2,45.4645612514082,-73.4633628243124,57,14.65
210_2,45.4647772274456,-73.4634010480952,58,14.67
210_2,45.4649662570091,-73.4635927448259,59,14.7
210_2,45.4650743120055,-73.4638228585687,60,14.72
210_2,45.4651013559689,-73.4639762968753,61,14.73
210_2,45.4651194212984,-73.4641936808787,62,14.75
210_2,45.4650656722255,-73.4649737804036,63,14.81
210_2,45.4650389972897,-73.4660351970178,64,14.89
210_2,45.4652210406534,-73.473925280061,65,15.51
210_2,45.4655463495581,-73.4808051104814,66,16.05
210_2,45.4659698639376,-73.4846797802577,67,16.36
210_2,45.4665009025638,-73.4856643342374,68,16.45
210_2,45.4674998554547,-73.4866615847532,69,16.59
210_2,45.4680132500976,-73.4917513365934,70,16.99
210_2,45.468562316926,-73.4943729501765,71,17.21
210_2,45.4692552304792,-73.4950251154512,72,17.3
210_2,45.4733136251649,-73.4974548249881,73,17.79
210_2,45.4756352599809,-73.500217435939,74,18.12
210_2,45.479522449236,-73.5058583827941,75,18.74
210_2,45.4830947011122,-73.508122943603,76,19.18
210_2,45.4875218273835,-73.5096075724334,77,19.68
210_2,45.4929655160166,-73.5133316310293,78,20.35
210_2,45.4970686063455,-73.5149447945085,79,20.83
210_2,45.5025573271321,-73.5172496065509,80,21.46
210_2,45.508900707463,-73.5203486312952,81,22.21
210_2,45.5185284882895,-73.5230913149281,82,23.3
210_2,45.5206793850748,-73.5216713335459,83,23.56
210_2,45.5208955983437,-73.5203017523029,84,23.67
210_2,45.5212555389372,-73.5202762803907,85,23.71
210_2,45.5221643841631,-73.5202382041893,86,23.81
210_2,45.5233073295119,-73.5193809371131,87,23.96
210_2,45.5252869788277,-73.5193688152873,88,24.18
210_2,45.5252505126001,-73.5219803267447,89,24.38
210_2,45.5252869788277,-73.5193688152873,90,24.58
210_2,45.525323108385,-73.5185495249942,91,24.65
210_2,45.5267989470471,-73.517909913089,92,24.82
210_2,45.5280497888865,-73.5174878366821,93,24.96
210_2,45.5295074844568,-73.5177699445834,94,25.13
210_2,45.5303353020234,-73.5179878518658,95,25.22
210_2,45.5312351406152,-73.5179881387046,96,25.32
210_2,45.5338720620642,-73.5152746280131,97,25.68
210_2,45.5364549063178,-73.5127529136282,98,26.03
210_2,45.5377959007566,-73.5104228096791,99,26.26
210_2,45.5381288750295,-73.5100387358942,100,26.31
210_2,45.5408105426837,-73.5081184452971,101,26.65
210_2,45.5394339717155,-73.5049810696484,102,26.93
210_2,45.5394339717155,-73.5049810696484,103,26.93
210_2,45.5386421567033,-73.5039054111033,104,27.06
210_2,45.5356547205086,-73.4969014444508,105,27.7
210_2,45.5363025781271,-73.4960691426579,106,27.79
210_2,45.5405225984519,-73.4919328163566,107,28.36
210_2,45.5421512415311,-73.4911002309349,108,28.55
210_2,45.5431410579525,-73.4910488521699,109,28.66
210_2,45.5457776745319,-73.4923674771137,110,28.98
210_2,45.5480994088537,-73.4952743005202,111,29.32
210_2,45.5492782448214,-73.4967342044518,112,29.49
210_2,45.5503131021889,-73.4997438544722,113,29.75
210_2,45.5503940690651,-73.5020619744593,114,29.94
210_2,45.5464796627824,-73.5056348185738,115,30.45
210_2,45.5429430878353,-73.5090279500312,116,30.93
210_2,45.5406482687832,-73.5116270143923,117,31.25
210_2,45.5380563060505,-73.5152885653581,118,31.66
210_2,45.5369493310472,-73.5165430811295,119,31.82
210_2,45.5285705947468,-73.5236075171633,120,32.9
210_2,45.5266267509178,-73.5245156389777,121,33.13
210_2,45.5246920493733,-73.5247324234683,122,33.34
210_2,45.5186813353223,-73.523705782169,123,34.01
210_2,45.5067771296515,-73.5200663233604,124,35.37
210_2,45.5025573271321,-73.5172496065509,125,35.88
210_2,45.4970686063455,-73.5149447945085,126,36.52
210_2,45.4929655160166,-73.5133316310293,127,36.99
210_2,45.4875218273835,-73.5096075724334,128,37.67
210_2,45.4830947011122,-73.508122943603,129,38.17
210_2,45.479522449236,-73.5058583827941,130,38.61
210_2,45.4756352599809,-73.500217435939,131,39.22
210_2,45.4733136251649,-73.4974548249881,132,39.56
210_2,45.4695791950063,-73.4954854902157,133,40.0
210_2,45.4629741888425,-73.4931586949356,134,40.76
210_2,45.4526348566649,-73.4923161252586,135,41.91
210_2,45.4415397397716,-73.4932124164926,136,43.14
210_2,45.4374003132478,-73.4916663260604,137,43.62
210_2,45.4322530919599,-73.4909130313773,138,44.19
210_2,45.4301474458031,-73.4910795101922,139,44.43
210_2,45.4291036494337,-73.4915397487001,140,44.55
210_2,45.4236597529885,-73.4955658232092,141,45.23
210_2,45.4201323934272,-73.4984411069655,142,45.68
210_2,45.4149942188141,-73.5009965789297,143,46.29
210_2,45.4137524043482,-73.5019164559387,144,46.45
210_2,45.4113497122872,-73.5045098684094,145,46.78
210_2,45.4048615878053,-73.5073580363418,146,47.54
210_2,45.3987874632937,-73.5084557259242,147,48.22
210_2,45.3963128121392,-73.5089407096555,148,48.49
210_2,45.394557943032,-73.5106007990516,149,48.73
210_2,45.3917499097112,-73.5148148408991,150,49.18
210_2,45.3907599696973,-73.5155169978136,151,49.3
210_2,45.38974307426,-73.5158998484435,152,49.42
210_2,45.3787372778539,-73.5190761163188,153,50.67
210_2,45.3781432951508,-73.5195100405316,154,50.74
210_2,45.3778192606513,-73.5199951236706,155,50.8
210_2,45.3765947785237,-73.5235058928523,156,51.1
210_2,45.3766126046963,-73.5243230526638,157,51.17
210_2,45.3770532067528,-73.5258298780423,158,51.29
210_2,45.3817119942399,-73.5351917895143,159,52.19
210_2,45.3839415477796,-73.5414630740451,160,52.74
210_2,45.3853611668785,-73.5470445913202,161,53.21
210_2,45.3845061242018,-73.5474652849788,162,53.31
210_2,45.3846677297144,-73.548346537786,163,53.38
100_1,45.4982652034138,-73.5661781803096,1,0.0
100_1,45.4975274282022,-73.5660109771229,2,0.08
100_1,45.4968892933944,-73.5646923300123,3,0.21
100_1,45.4990770887148,-73.5625835521038,4,0.5
100_1,45.4982768671544,-73.5614054819644,5,0.63
100_1,45.4970813630472,-73.5589602986502,6,0.86
100_1,45.4958322241133,-73.555683495338,7,1.15
100_1,45.4952746618324,-73.5549792321292,8,1.24
100_1,45.4919011063401,-73.5531591973187,9,1.64
100_1,45.4908129523411,-73.5517252698148,10,1.8
100_1,45.490111797683,-73.5500998375786,11,1.95
100_1,45.4883337823818,-73.5408615542901,12,2.7
100_1,45.4878213388174,-73.5395307006483,13,2.82
100_1,45.4866160073123,-73.5381738171525,14,2.99
100_1,45.4855453441283,-73.5377125607018,15,3.11
100_1,45.484285513608,-73.5378524354823,16,3.25
100_1,45.4781028284515,-73.5400227499456,17,3.96
100_1,45.4747817562647,-73.5417982307633,18,4.36
100_1,45.4726305732689,-73.5432674525922,19,4.62
100_1,45.4703982384367,-73.5451073842786,20,4.91
100_1,45.4699393058801,-73.5451325963316,21,4.96
100_1,45.4694806292673,-73.5445055713591,22,5.03
100_1,45.4694629041956,-73.5438021649772,23,5.09
100_1,45.4698772220444,-73.5427793621324,24,5.18
100_1,45.470048762228,-73.5412320125177,25,5.3
100_1,45.4698785245441,-73.5391472736843,26,5.46
100_1,45.4698793929602,-73.53652551955,27,5.67
100_1,45.4654927051546,-73.4829918861794,28,9.88
100_1,45.4649690858696,-73.4739381841516,29,10.59
100_1,45.4649330421045,-73.4737208059672,30,10.61
100_1,45.464905957732,-73.4733371808654,31,10.64
100_1,45.4648788841712,-73.4730047077928,32,10.67
100_1,45.4647616731183,-73.4720456719675,33,10.74
100_1,45.4646263231178,-73.470562347144,34,10.86
100_1,45.4645090471977,-73.469437078866,35,10.95
100_1,45.4644999627224,-73.469117387998,36,10.97
100_1,45.4642387503125,-73.4681840232627,37,11.05
100_1,45.4640496673045,-73.4677749222849,38,11.09
100_1,45.4635455549199,-73.4670846782628,39,11.17
100_1,45.4635095018146,-73.4668800975284,40,11.19
100_1,45.4634913666667,-73.4664069668343,41,11.22
100_1,45.4635362911988,-73.4661767631156,42,11.24
100_1,45.4634912493978,-73.4660105512101,43,11.26
100_1,45.4634012034207,-73.4658060039969,44,11.27
100_1,45.4633111993487,-73.465742120595,45,11.29
100_1,45.4626002530732,-73.4655251653471,46,11.37
100_1,45.4592797308655,-73.4652714559226,47,11.74
100_1,45.4581008807745,-73.4651187429675,48,11.87
100_1,45.4567331164625,-73.4651451583997,49,12.02
100_1,45.4555453763309,-73.4653504630152,50,12.15
100_1,45.4546726063759,-73.4656322809128,51,12.25
100_1,45.4539078329164,-73.4659651667976,52,12.34
100_1,45.4514966357359,-73.4673473854258,53,12.63
100_1,45.4474210314815,-73.4699832350602,54,13.13
100_1,45.4466382903716,-73.4704822181922,55,13.22
100_1,45.4437502322803,-73.4723500631214,56,13.58
100_1,45.443138397346,-73.4726188050829,57,13.65
100_1,45.4422656044813,-73.4728876662241,58,13.75
100_1,45.4411138324327,-73.4730543909855,59,13.87
100_1,45.4400880692069,-73.4733488724972,60,13.99
100_1,45.4394402580334,-73.4737070782088,61,14.07
100_1,45.438531543138,-73.474308252556,62,14.18
100_1,45.4344017826783,-73.4769685810796,63,14.68
100_1,45.4261150651038,-73.4822497447743,64,15.69
100_1,45.4181070396302,-73.4874654148004,65,16.67
100_1,45.4164604426904,-73.4888201393576,66,16.88
100_1,45.4079842833558,-73.4966273808606,67,18.01
100_1,45.4055457030626,-73.49819879228,68,18.3
100_1,45.4017483061867,-73.5012773667037,69,18.79
100_1,45.3988416586623,-73.5049942477295,70,19.22
100_1,45.3982747161716,-73.505658387772,71,19.31
100_1,45.3963127571463,-73.5096176490916,72,19.69
100_1,45.3943149628388,-73.5107923335083,73,19.93
100_1,45.3925239053463,-73.5138954887165,74,20.24
100_1,45.3907419427816,-73.5157341030693,75,20.48
100_1,45.3787372778539,-73.5190761163188,76,21.84
100_1,45.3781432951508,-73.5195100405316,77,21.92
100_1,45.3778192606513,-73.5199951236706,78,21.97
100_1,45.3765947785237,-73.5235058928523,79,22.28
100_1,45.3766126046963,-73.5243230526638,80,22.34
100_1,45.3770441936694,-73.5258937144578,81,22.47
100_1,45.3817119942399,-73.5351917895143,82,23.37
100_1,45.3839415477796,-73.5414630740451,83,23.92
100_1,45.3853611668785,-73.5470445913202,84,24.38
100_1,45.3845061242018,-73.5474652849788,85,24.48
100_1,45.3846677297144,-73.548346537786,86,24.55
100_3,45.4982652034138,-73.5661781803096,1,0.0
100_3,45.4975274282022,-73.5660109771229,2,0.08
100_3,45.4968892933944,-73.5646923300123,3,0.21
100_3,45.4990770887148,-73.5625835521038,4,0.5
100_3,45.4982768671544,-73.5614054819644,5,0.63
100_3,45.4970813630472,-73.5589602986502,6,0.86
100_3,45.4958322241133,-73.555683495338,7,1.15
100_3,45.4952746618324,-73.5549792321292,8,1.24
100_3,45.4919011063401,-73.5531591973187,9,1.64
100_3,45.4908129523411,-73.5517252698148,10,1.8
100_3,45.490111797683,-73.5500998375786,11,1.95
100_3,45.4883337823818,-73.5408615542901,12,2.7
100_3,45.4878213388174,-73.5395307006483,13,2.82
100_3,45.4866160073123,-73.5381738171525,14,2.99
100_3,45.4855453441283,-73.5377125607018,15,3.11
100_3,45.484285513608,-73.5378524354823,16,3.25
100_3,45.4781028284515,-73.5400227499456,17,3.96
100_3,45.4747817562647,-73.5417982307633,18,4.36
100_3,45.4726305732689,-73.5432674525922,19,4.62
100_3,45.4703982384367,-73.5451073842786,20,4.91
100_3,45.4699393058801,-73.5451325963316,21,4.96
100_3,45.4694806292673,-73.5445055713591,22,5.03
100_3,45.4694629041956,-73.5438021649772,23,5.09
100_3,45.4698772220444,-73.5427793621324,24,5.18
100_3,45.470048762228,-73.5412320125177,25,5.3
100_3,45.4698785245441,-73.5391472736843,26,5.46
100_3,45.4698793929602,-73.53652551955,27,5.67
100_3,45.4654927051546,-73.4829918861794,28,9.88
100_3,45.4649690858696,-73.4739381841516,29,10.59
100_3,45.4649330421045,-73.4737208059672,30,10.61
100_3,45.464905957732,-73.4733371808654,31,10.64
100_3,45.4648788841712,-73.4730047077928,32,10.67
100_3,45.4647616731183,-73.4720456719675,33,10.74
100_3,45.4646263231178,-73.470562347144,34,10.86
100_3,45.4645090471977,-73.469437078866,35,10.95
100_3,45.4644999627224,-73.469117387998,36,10.97
100_3,45.4642387503125,-73.4681840232627,37,11.05
100_3,45.4640496673045,-73.4677749222849,38,11.09
100_3,45.4635455549199,-73.4670846782628,39,11.17
100_3,45.4635095018146,-73.4668800975284,40,11.19
100_3,45.4634913666667,-73.4664069668343,41,11.22
100_3,45.4635362911988,-73.4661767631156,42,11.24
100_3,45.4635992388991,-73.4660360615726,43,11.25
100_3,45.4636441894433,-73.4658953705678,44,11.27
100_3,45.463698069066,-73.4655244962372,45,11.3
100_3,45.4643100126244,-73.4656775767033,46,11.37
100_3,45.4668209567669,-73.4669165234398,47,11.66
100_3,45.4682159053473,-73.4675551409809,48,11.82
100_3,45.4680904416444,-73.4694223548254,49,11.97
100_3,45.4675863079922,-73.4686169500751,50,12.05
100_3,45.4679914308837,-73.4693200993943,51,12.13
100_3,45.4680809824122,-73.4677470479976,52,12.25
100_3,45.4671270120955,-73.4672872087341,53,12.36
100_3,45.4642740914114,-73.4659205663212,54,12.7
100_3,45.4628792217634,-73.4655761451803,55,12.85
100_3,45.4626002530732,-73.4655251653471,56,12.88
100_3,45.4592797308655,-73.4652714559226,57,13.25
100_3,45.4581008807745,-73.4651187429675,58,13.39
100_3,45.4567331164625,-73.4651451583997,59,13.54
100_3,45.4555453763309,-73.4653504630152,60,13.67
100_3,45.4546726063759,-73.4656322809128,61,13.77
100_3,45.4539078329164,-73.4659651667976,62,13.86
100_3,45.4514966357359,-73.4673473854258,63,14.15
100_3,45.4474210314815,-73.4699832350602,64,14.65
100_3,45.4466382903716,-73.4704822181922,65,14.74
100_3,45.4437502322803,-73.4723500631214,66,15.09
100_3,45.443138397346,-73.4726188050829,67,15.16
100_3,45.4422656044813,-73.4728876662241,68,15.26
100_3,45.4411138324327,-73.4730543909855,69,15.39
100_3,45.4400880692069,-73.4733488724972,70,15.51
100_3,45.4394402580334,-73.4737070782088,71,15.59
100_3,45.435571437974,-73.4762140088464,72,16.06
100_3,45.4344017826783,-73.4769685810796,73,16.2
100_3,45.4316935592767,-73.478707819777,74,16.53
100_3,45.4261150651038,-73.4822497447743,75,17.21
100_3,45.4181070396302,-73.4874654148004,76,18.19
100_3,45.4164604426904,-73.4888201393576,77,18.4
100_3,45.4079842833558,-73.4966273808606,78,19.52
100_3,45.4055457030626,-73.49819879228,79,19.82
100_3,45.4017483061867,-73.5012773667037,80,20.31
100_3,45.3988416586623,-73.5049942477295,81,20.74
100_3,45.3982747161716,-73.505658387772,82,20.82
100_3,45.3963127571463,-73.5096176490916,83,21.2
100_3,45.3943149628388,-73.5107923335083,84,21.44
100_3,45.3925239053463,-73.5138954887165,85,21.76
100_3,45.3907419427816,-73.5157341030693,86,22.0
100_3,45.3787372778539,-73.5190761163188,87,23.36
100_3,45.3781432951508,-73.5195100405316,88,23.44
100_3,45.3778192606513,-73.5199951236706,89,23.49
100_3,45.3765947785237,-73.5235058928523,90,23.79
100_3,45.3766126046963,-73.5243230526638,91,23.86
100_3,45.3770441936694,-73.5258937144578,92,23.99
100_3,45.3817119942399,-73.5351917895143,93,24.89
