shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
100_3,45.3839415477796,-73.5414630740451,94,25.44
100_3,45.3853611668785,-73.5470445913202,95,25.9
100_3,45.3845061242018,-73.5474652849788,96,26.0
100_3,45.3846677297144,-73.548346537786,97,26.07
100_2,45.3846677297144,-73.548346537786,1,0.0
100_2,45.3845061242018,-73.5474652849788,2,0.07
100_2,45.3853611668785,-73.5470445913202,3,0.17
100_2,45.3839415477796,-73.5414630740451,4,0.64
100_2,45.3817119942399,-73.5351917895143,5,1.19
100_2,45.3770441936694,-73.5258937144578,6,2.08
100_2,45.3758120221721,-73.5228927128865,7,2.35
100_2,45.374553095116,-73.517963933268,8,2.76
100_2,45.3742113106813,-73.5168913578909,9,2.86
100_2,45.3739054131267,-73.5165082449035,10,2.9
100_2,45.373545506182,-73.5162400265469,11,2.95
100_2,45.3730055953184,-73.5161888032411,12,3.01
100_2,45.3726276106127,-73.5164823389311,13,3.05
100_2,45.37235754034,-73.5172355163855,14,3.12
100_2,45.3723934467492,-73.5178100448684,15,3.17
100_2,45.3727622542529,-73.5186655590221,16,3.24
100_2,45.3732570967524,-73.5191636446133,17,3.31
100_2,45.3747238157273,-73.5195088646938,18,3.48
100_2,45.3907419427816,-73.5157341030693,19,5.28
100_2,45.3925239053463,-73.5138954887165,20,5.53
100_2,45.3943149628388,-73.5107923335083,21,5.84
100_2,45.3953859503406,-73.5090171968994,22,6.02
100_2,45.3982747161716,-73.505658387772,23,6.44
100_2,45.4017483061867,-73.5012773667037,24,6.95
100_2,45.4055457030626,-73.49819879228,25,7.44
100_2,45.4079842833558,-73.4966273808606,26,7.74
100_2,45.4164604426904,-73.4888201393576,27,8.86
100_2,45.4181070396302,-73.4874654148004,28,9.07
100_2,45.4261150651038,-73.4822497447743,29,10.05
100_2,45.4315045683818,-73.4785928674409,30,10.72
100_2,45.4343117402553,-73.4766874354577,31,11.06
100_2,45.4354813937113,-73.4759328586181,32,11.2
100_2,45.4377487081026,-73.4744747710456,33,11.48
100_2,45.4384414942288,-73.4740270906628,34,11.56
100_2,45.4394221839918,-73.4733747503131,35,11.69
100_2,45.4403759320087,-73.4729652655627,36,11.8
100_2,45.4411947463965,-73.4727475709036,37,11.89
100_2,45.441896613142,-73.4726705366555,38,11.97
100_2,45.4425084791464,-73.4725296297593,39,12.04
100_2,45.4431743205865,-73.4723247784228,40,12.11
100_2,45.4436961664664,-73.4720432944089,41,12.17
100_2,45.4465572340172,-73.4702138011638,42,12.52
100_2,45.4473309720577,-73.4697020359012,43,12.62
100_2,45.4532689427343,-73.4659783363841,44,13.34
100_2,45.454609527984,-73.4653382505297,45,13.5
100_2,45.455527289741,-73.465056400624,46,13.6
100_2,45.456085157761,-73.4649281967848,47,13.66
100_2,45.4565980566865,-73.4648767346617,48,13.72
100_2,45.4592886630686,-73.4650540773378,49,14.02
100_2,45.4614753600268,-73.4652573208267,50,14.26
100_2,45.463130973283,-73.4648982533248,51,14.45
100_2,45.4633918862246,-73.464757428023,52,14.48
100_2,45.4636077867024,-73.4645526914324,53,14.51
100_2,45.4639675624237,-73.4640281698236,54,14.57
100_2,45.4640215130235,-73.4639002582834,55,14.58
100_2,45.4643273234479,-73.4634652781739,56,14.63
100_2,45.4645612514082,-73.4633628243124,57,14.65
100_2,45.4647772274456,-73.4634010480952,58,14.68
100_2,45.4649662570091,-73.4635927448259,59,14.7
100_2,45.4650743120055,-73.4638228585687,60,14.72
100_2,45.4651013559689,-73.4639762968753,61,14.74
100_2,45.4651194212984,-73.4641936808787,62,14.75
100_2,45.4650656722255,-73.4649737804036,63,14.81
100_2,45.4650389972897,-73.4660351970178,64,14.9
100_2,45.4652210406534,-73.473925280061,65,15.52
100_2,45.4655463495581,-73.4808051104814,66,16.05
100_2,45.4698977917038,-73.535246626269,67,20.34
100_2,45.4703197704998,-73.5382011822578,68,20.57
100_2,45.4706245583696,-73.5415265843191,69,20.84
100_2,45.4710829366325,-73.5429976926967,70,20.96
100_2,45.4715776932677,-73.5434201201445,71,21.03
100_2,45.4722975811387,-73.5433950937376,72,21.11
100_2,45.4742327884497,-73.5419640953579,73,21.35
100_2,45.4774368879354,-73.5401757675923,74,21.73
100_2,45.4847715526484,-73.5374817808995,75,22.57
100_2,45.485554418374,-73.5374823000663,76,22.66
100_2,45.4864631569649,-73.537802722724,77,22.76
100_2,45.4872907969381,-73.5384557186504,78,22.87
100_2,45.4879113939909,-73.5393260736009,79,22.97
100_2,45.4884687865809,-73.5407848923817,80,23.1
100_2,45.4902558232798,-73.5499848223427,81,23.84
100_2,45.4910558871915,-73.551776667543,82,24.01
100_2,45.4919012606584,-73.5528265526648,83,24.13
100_2,45.4927198153848,-73.5534798229433,84,24.24
100_2,45.4955268022031,-73.5545956319329,85,24.56
100_2,45.4963091287986,-73.5557095554223,86,24.68
100_2,45.4974144369295,-73.5587047406678,87,24.95
100_2,45.4969012951214,-73.5591520381756,88,25.02
100_2,45.4961269354299,-73.5600980565251,89,25.13
100_2,45.4973853693835,-73.5626072686155,90,25.37
100_2,45.4976455868691,-73.5639382714669,91,25.48
100_2,45.4982207996995,-73.5651544913456,92,25.59
100_2,45.4982652034138,-73.5661781803096,93,25.67
100_4,45.3846677297144,-73.548346537786,1,0.0
100_4,45.3845061242018,-73.5474652849788,2,0.07
100_4,45.3853611668785,-73.5470445913202,3,0.17
100_4,45.3839415477796,-73.5414630740451,4,0.64
100_4,45.3817119942399,-73.5351917895143,5,1.19
100_4,45.3770441936694,-73.5258937144578,6,2.08
100_4,45.3758120221721,-73.5228927128865,7,2.35
100_4,45.374553095116,-73.517963933268,8,2.76
100_4,45.3742113106813,-73.5168913578909,9,2.86
100_4,45.3739054131267,-73.5165082449035,10,2.9
100_4,45.373545506182,-73.5162400265469,11,2.95
100_4,45.3730055953184,-73.5161888032411,12,3.01
100_4,45.3726276106127,-73.5164823389311,13,3.05
100_4,45.37235754034,-73.5172355163855,14,3.12
100_4,45.3723934467492,-73.5178100448684,15,3.17
100_4,45.3727622542529,-73.5186655590221,16,3.24
100_4,45.3732570967524,-73.5191636446133,17,3.31
100_4,45.3747238157273,-73.5195088646938,18,3.48
100_4,45.3907419427816,-73.5157341030693,19,5.28
100_4,45.3925239053463,-73.5138954887165,20,5.53
100_4,45.3943149628388,-73.5107923335083,21,5.84
100_4,45.3953859503406,-73.5090171968994,22,6.02
100_4,45.3982747161716,-73.505658387772,23,6.44
100_4,45.4017483061867,-73.5012773667037,24,6.95
100_4,45.4055457030626,-73.49819879228,25,7.44
100_4,45.4079842833558,-73.4966273808606,26,7.74
100_4,45.4164604426904,-73.4888201393576,27,8.86
100_4,45.4181070396302,-73.4874654148004,28,9.07
100_4,45.4261150651038,-73.4822497447743,29,10.05
100_4,45.4315045683818,-73.4785928674409,30,10.72
100_4,45.4343117402553,-73.4766874354577,31,11.06
100_4,45.4354813937113,-73.4759328586181,32,11.2
100_4,45.4377487081026,-73.4744747710456,33,11.48
100_4,45.4384414942288,-73.4740270906628,34,11.56
100_4,45.4394221839918,-73.4733747503131,35,11.69
100_4,45.4403759320087,-73.4729652655627,36,11.8
100_4,45.4411947463965,-73.4727475709036,37,11.89
100_4,45.441896613142,-73.4726705366555,38,11.97
100_4,45.4425084791464,-73.4725296297593,39,12.04
100_4,45.4431743205865,-73.4723247784228,40,12.11
100_4,45.4436961664664,-73.4720432944089,41,12.17
100_4,45.4473309720577,-73.4697020359012,42,12.62
100_4,45.4532689427343,-73.4659783363841,43,13.34
100_4,45.454609527984,-73.4653382505297,44,13.5
100_4,45.455527289741,-73.465056400624,45,13.6
100_4,45.456085157761,-73.4649281967848,46,13.66
100_4,45.4565980566865,-73.4648767346617,47,13.72
100_4,45.4592886630686,-73.4650540773378,48,14.02
100_4,45.4614753600268,-73.4652573208267,49,14.26
100_4,45.463698069066,-73.4655244962372,50,14.51
100_4,45.4643100126244,-73.4656775767033,51,14.58
100_4,45.4668209567669,-73.4669165234398,52,14.87
100_4,45.4682159053473,-73.4675551409809,53,15.04
100_4,45.4680904416444,-73.4694223548254,54,15.18
100_4,45.4675863079922,-73.4686169500751,55,15.27
100_4,45.4679914308837,-73.4693200993943,56,15.34
100_4,45.4680809824122,-73.4677470479976,57,15.46
100_4,45.4671270120955,-73.4672872087341,58,15.57
100_4,45.4664430978037,-73.46718529815,59,15.65
100_4,45.466173187178,-73.4673389132646,60,15.68
100_4,45.4658943395062,-73.4677099305367,61,15.73
100_4,45.4656065313473,-73.4682216181005,62,15.78
100_4,45.465525601693,-73.4684262725793,63,15.8
100_4,45.4653109195286,-73.4734648701065,64,16.19
100_4,45.4652210406534,-73.473925280061,65,16.23
100_4,45.4655463495581,-73.4808051104814,66,16.77
100_4,45.4666006512829,-73.4944626634949,67,17.84
100_4,45.4698977917038,-73.535246626269,68,21.05
100_4,45.4703197704998,-73.5382011822578,69,21.29
100_4,45.4706245583696,-73.5415265843191,70,21.55
100_4,45.4710829366325,-73.5429976926967,71,21.68
100_4,45.4715776932677,-73.5434201201445,72,21.74
100_4,45.4722975811387,-73.5433950937376,73,21.82
100_4,45.4742327884497,-73.5419640953579,74,22.06
100_4,45.4774368879354,-73.5401757675923,75,22.44
100_4,45.4847715526484,-73.5374817808995,76,23.29
100_4,45.485554418374,-73.5374823000663,77,23.37
100_4,45.4864631569649,-73.537802722724,78,23.48
100_4,45.4872907969381,-73.5384557186504,79,23.58
100_4,45.4879113939909,-73.5393260736009,80,23.68
100_4,45.4884687865809,-73.5407848923817,81,23.81
100_4,45.4902558232798,-73.5499848223427,82,24.56
100_4,45.4910558871915,-73.551776667543,83,24.72
100_4,45.4919012606584,-73.5528265526648,84,24.85
100_4,45.4927198153848,-73.5534798229433,85,24.95
100_4,45.4955268022031,-73.5545956319329,86,25.27
100_4,45.4963091287986,-73.5557095554223,87,25.4
100_4,45.4974144369295,-73.5587047406678,88,25.66
100_4,45.4969012951214,-73.5591520381756,89,25.73
100_4,45.4961269354299,-73.5600980565251,90,25.84
100_4,45.4973853693835,-73.5626072686155,91,26.08
100_4,45.4976455868691,-73.5639382714669,92,26.19
100_4,45.4982207996995,-73.5651544913456,93,26.31
100_4,45.4982652034138,-73.5661781803096,94,26.39
36_1,45.3846677297144,-73.548346537786,1,0.0
36_1,45.3845061242018,-73.5474652849788,2,0.07
36_1,45.3832190658056,-73.5480771436537,3,0.22
36_1,45.3812929434476,-73.5490587288087,4,0.45
36_1,45.3786827876446,-73.5503333188736,5,0.76
36_1,45.3779089509328,-73.5502304859352,6,0.84
36_1,45.3766398735429,-73.5508422269666,7,0.99
36_1,45.3748037347418,-73.5517726164044,8,1.21
36_1,45.3737973065633,-73.5485415526807,9,1.49
36_1,45.3732488195069,-73.5475197034803,10,1.59
36_1,45.3734648609061,-73.5473411422317,11,1.61
36_1,45.3741939291634,-73.5469076568021,12,1.7
36_1,45.3760300131672,-73.5460154234897,13,1.92
36_1,45.3751135562083,-73.542388662134,14,2.22
36_1,45.374835019319,-73.541239369444,15,2.31
36_1,45.373575229297,-73.5411873845342,16,2.45
36_1,45.3728552509015,-73.5414294379909,17,2.54
36_1,45.3701371112984,-73.5429211398621,18,2.86
36_1,45.3690303409565,-73.5427543408814,19,2.98
36_1,45.366529161389,-73.5415524773067,20,3.28
36_1,45.3668530427376,-73.5417442015959,21,3.32
36_1,45.3684253314912,-73.5480390772293,22,3.84
36_1,45.3672193085408,-73.5485231603365,23,3.98
36_1,45.366464606638,-73.5456502273021,24,4.22
36_1,45.3660153502069,-73.543926506919,25,4.36
36_1,45.3656020292472,-73.5422921992541,26,4.5
36_1,45.3654583644029,-73.5414368038904,27,4.57
36_1,45.3661062714792,-73.54142451127,28,4.64
36_1,45.3668530427376,-73.5417442015959,29,4.73
36_1,45.3690303409565,-73.5427543408814,30,4.98
36_1,45.3701371112984,-73.5429211398621,31,5.1
36_1,45.3728552509015,-73.5414294379909,32,5.43
36_1,45.373575229297,-73.5411873845342,33,5.51
36_1,45.374835019319,-73.541239369444,34,5.65
36_1,45.3759959756578,-73.5408699451128,35,5.78
36_1,45.3765089840323,-73.5406277229764,36,5.84
36_1,45.3796583707125,-73.5410002704724,37,6.19
36_1,45.3815659588477,-73.5413336463798,38,6.41
36_1,45.3832190658056,-73.5480771436537,39,6.97
36_1,45.3845061242018,-73.5474652849788,40,7.12
36_1,45.3846677297144,-73.548346537786,41,7.19
35_1,45.3846677297144,-73.548346537786,1,0.0
35_1,45.3845061242018,-73.5474652849788,2,0.07
35_1,45.3832190658056,-73.5480771436537,3,0.22
35_1,45.3812929434476,-73.5490587288087,4,0.45
35_1,45.3786827876446,-73.5503333188736,5,0.76
35_1,45.3786272006396,-73.5538318276236,6,1.03
35_1,45.3786266655575,-73.5549554515947,7,1.12
35_1,45.3787609668005,-73.5563473471256,8,1.23
35_1,45.3788144115515,-73.5574454914023,9,1.31
35_1,45.3787866150246,-73.5590159882633,10,1.44
35_1,45.3787773912724,-73.5594501074614,11,1.47
35_1,45.3787940654587,-73.5619399819823,12,1.67
35_1,45.378955566505,-73.5628084186268,13,1.74
35_1,45.3793507535491,-73.5641623301912,14,1.85
35_1,45.3782886499001,-73.564633559179,15,1.98
35_1,45.3773705366453,-73.5650793994261,16,2.08
35_1,45.3754976855163,-73.5670434855889,17,2.34
35_1,45.3736789765566,-73.5687010916921,18,2.58
35_1,45.3717611951223,-73.5704606040878,19,2.84
35_1,45.3722105080132,-73.5714569892715,20,2.93
35_1,45.3723358290962,-73.5725040447276,21,3.01
35_1,45.372865349888,-73.5746751391299,22,3.19
35_1,45.3736459247902,-73.5781233479889,23,3.48
35_1,45.3741932370163,-73.5804350122427,24,3.67
35_1,45.3742274418918,-73.5829374848629,25,3.86
35_1,45.3741186558492,-73.5840353261706,26,3.95
35_1,45.3712206360666,-73.5846566072732,27,4.28
35_1,45.3700503678921,-73.5852548883886,28,4.41
35_1,45.3683888955969,-73.5807459391783,29,4.81
35_1,45.3674551970372,-73.577629719819,30,5.08
35_1,45.3669077345104,-73.5754587810295,31,5.26
35_1,45.3653774743497,-73.5761971443295,32,5.44
35_1,45.3656738039976,-73.5771294269948,33,5.52
35_1,45.366104403076,-73.5790831554786,34,5.68
35_1,45.3651765444178,-73.5805115912514,35,5.83
35_1,45.3640614815372,-73.5794122038283,36,5.98
35_1,45.3640444867347,-73.5779569496079,37,6.09
35_1,45.3633353836681,-73.5752880865686,38,6.32
35_1,45.3648927509282,-73.5743710456753,39,6.51
35_1,45.36437210087,-73.5723917492631,40,6.67
35_1,45.3643727834051,-73.5713067036168,41,6.76
35_1,45.3641666747805,-73.5699150371471,42,6.87
35_1,45.363608649341,-73.570093060941,43,6.93
35_1,45.3622446859313,-73.563543047339,44,7.47
35_1,45.3626767415119,-73.5633265281792,45,7.52
35_1,45.364124967086,-73.5643238293158,46,7.7
35_1,45.3645658070676,-73.56449027776,47,7.75
35_1,45.3651868860167,-73.5641846129747,48,7.82
35_1,45.3657269977181,-73.5638405537074,49,7.89
35_1,45.3677433015252,-73.5627449448074,50,8.13
35_1,45.3683643824539,-73.5624264776986,51,8.2
35_1,45.3692707227954,-73.5668829325142,52,8.56
35_1,45.369000221792,-73.5678017868822,53,8.64
35_1,45.369000221792,-73.5678017868822,54,8.64
35_1,45.3712765566899,-73.5683407125107,55,8.9
35_1,45.3717611951223,-73.5704606040878,56,9.07
35_1,45.3739581026311,-73.5684205466471,57,9.36
35_1,45.3754976855163,-73.5670434855889,58,9.57
35_1,45.3761009515024,-73.5664313396462,59,9.65
35_1,45.3773705366453,-73.5650793994261,60,9.82
35_1,45.3782886499001,-73.564633559179,61,9.93
35_1,45.3793507535491,-73.5641623301912,62,10.06
35_1,45.378955566505,-73.5628084186268,63,10.17
35_1,45.3787940654587,-73.5619399819823,64,10.24
35_1,45.3787679172053,-73.5603566604506,65,10.36
35_1,45.3787773912724,-73.5594501074614,66,10.44
35_1,45.3787866150246,-73.5590159882633,67,10.47
35_1,45.3788144115515,-73.5574454914023,68,10.59
35_1,45.3787609668005,-73.5563473471256,69,10.68
35_1,45.3786266655575,-73.5549554515947,70,10.79
35_1,45.3786272006396,-73.5538318276236,71,10.88
35_1,45.3786827876446,-73.5503333188736,72,11.15
35_1,45.3812929434476,-73.5490587288087,73,11.46
35_1,45.3832190658056,-73.5480771436537,74,11.69
35_1,45.3845061242018,-73.5474652849788,75,11.84
35_1,45.3846677297144,-73.548346537786,76,11.91
32_2,45.3846677297144,-73.548346537786,1,0.0
32_2,45.3845061242018,-73.5474652849788,2,0.07
32_2,45.3853611668785,-73.5470445913202,3,0.17
32_2,45.3864839032546,-73.5518726690668,4,0.57
32_2,45.3866986814618,-73.5544269209305,5,0.77
32_2,45.3870029909032,-73.5577730435243,6,1.04
32_2,45.3872623864274,-73.560787123122,7,1.27
32_2,45.3876290161133,-73.5649890061871,8,1.6
32_2,45.387709491456,-73.5658830337388,9,1.68
32_2,45.3879337804001,-73.5670454148227,10,1.77
32_2,45.3881852359298,-73.5679013430895,11,1.84
32_2,45.388670324624,-73.569293932493,12,1.96
32_2,45.3905066014678,-73.5683638834569,13,2.18
32_2,45.394476151304,-73.5663890049737,14,2.65
32_2,45.3947011755412,-73.5662870918167,15,2.67
32_2,45.3958533498141,-73.5656753665873,16,2.81
32_2,45.3967247465009,-73.5681797929075,17,3.03
32_2,45.3986034932123,-73.571388064922,18,3.36
32_2,45.3993135762042,-73.5726662709521,19,3.48
32_2,45.4002567487157,-73.5752604661568,20,3.71
32_2,45.4004720454114,-73.5762698489768,21,3.8
32_2,45.4053510196042,-73.5736193224875,22,4.38
32_2,45.4057207045985,-73.5724573174951,23,4.48
32_2,45.4058935191326,-73.5694938309099,24,4.71
32_2,45.4059297536903,-73.5690978624433,25,4.74
32_2,45.4056608039775,-73.5674112941027,26,4.87
32_2,45.4053732022295,-73.566810551287,27,4.93
32_2,45.4051574598506,-73.5664270639154,28,4.97
32_2,45.404591197549,-73.5653022611829,29,5.08
32_2,45.4038096757615,-73.5628870499051,30,5.29
32_2,45.4035043304241,-73.5617753676643,31,5.38
32_2,45.399003778062,-73.5640568390061,32,5.91
32_2,45.3958533498141,-73.5656753665873,33,6.28
32_2,45.3952426873714,-73.563477840597,34,6.47
32_2,45.3943358141011,-73.5597984901485,35,6.77
32_2,45.3939229107662,-73.5577928657464,36,6.94
32_2,45.3940134472143,-73.5566945725213,37,7.02
32_2,45.3968473897705,-73.5579235723938,38,7.35
32_2,45.3989075775157,-73.5588836543561,39,7.59
32_2,45.399339437313,-73.5590246072903,40,7.64
32_2,45.402489788872,-73.5573672891848,41,8.02
32_2,45.4024002927801,-73.5563836149294,42,8.09
32_2,45.4019064521433,-73.5541477257336,43,8.28
32_2,45.4007833641306,-73.5503529384019,44,8.6
32_2,45.4009106387831,-73.547325737089,45,8.84
32_2,45.4012267738254,-73.5443753110692,46,9.07
32_2,45.3965105219785,-73.5468494820283,47,9.63
32_2,45.3933873478652,-73.5484306026182,48,10.0
32_2,45.3909752071096,-73.5496290390588,49,10.28
32_2,45.3872759485545,-73.5515030516851,50,10.72
32_2,45.3864839032546,-73.5518726690668,51,10.81
32_2,45.3853611668785,-73.5470445913202,52,11.21
32_2,45.3845061242018,-73.5474652849788,53,11.31
32_2,45.3846677297144,-73.548346537786,54,11.38
130_1,45.4982652034138,-73.5661781803096,1,0.0
130_1,45.4975274282022,-73.5660109771229,2,0.08
130_1,45.4968892933944,-73.5646923300123,3,0.21
130_1,45.4990770887148,-73.5625835521038,4,0.5
130_1,45.4982768671544,-73.5614054819644,5,0.63
130_1,45.4963091287986,-73.5557095554223,6,1.13
130_1,45.4923779761741,-73.5532619990523,7,1.6
130_1,45.4912267355581,-73.5520454955239,8,1.76
130_1,45.4901211302185,-73.5493322281908,9,2.01
130_1,45.4884238626803,-73.5405929613094,10,2.72
130_1,45.4865981041107,-73.5378923627969,11,3.01
130_1,45.4848435403058,-73.5374818286381,12,3.21
130_1,45.4804157924719,-73.5389882815728,13,3.71
130_1,45.4771848405512,-73.5404314024805,14,4.09
130_1,45.4722975811387,-73.5433950937376,15,4.68
130_1,45.4704072369158,-73.5451073914564,16,4.93
130_1,45.4700112836094,-73.5451582319315,17,4.97
130_1,45.4697233978566,-73.5449917448827,18,5.01
130_1,45.4694176598223,-73.5444543660301,19,5.06
130_1,45.4694359185585,-73.5437765661808,20,5.11
130_1,45.4698592250839,-73.542779348518,21,5.21
130_1,45.4700308802292,-73.5409122724356,22,5.35
130_1,45.4698785333072,-73.5391216955958,23,5.49
130_1,45.4698614041743,-73.5364999298444,24,5.7
130_1,45.4666006512829,-73.4944626634949,25,9.01
130_1,45.4649690858696,-73.4739381841516,26,10.62
130_1,45.4649330421045,-73.4737208059672,27,10.64
130_1,45.464905957732,-73.4733371808654,28,10.67
130_1,45.4648788841712,-73.4730047077928,29,10.69
130_1,45.4647616731183,-73.4720456719675,30,10.77
130_1,45.4646263231178,-73.470562347144,31,10.89
130_1,45.4645090471977,-73.469437078866,32,10.98
130_1,45.4644999627224,-73.469117387998,33,11.0
130_1,45.4642387503125,-73.4681840232627,34,11.08
130_1,45.4640496673045,-73.4677749222849,35,11.12
130_1,45.4635455549199,-73.4670846782628,36,11.2
130_1,45.4635095018146,-73.4668800975284,37,11.21
130_1,45.4634913666667,-73.4664069668343,38,11.25
130_1,45.4635362911988,-73.4661767631156,39,11.27
130_1,45.4635992388991,-73.4660360615726,40,11.28
130_1,45.4636441894433,-73.4658953705678,41,11.29
130_1,45.463698069066,-73.4655244962372,42,11.32
130_1,45.4643100126244,-73.4656775767033,43,11.39
130_1,45.4668209567669,-73.4669165234398,44,11.69
130_1,45.4682159053473,-73.4675551409809,45,11.85
130_1,45.4680904416444,-73.4694223548254,46,12.0
130_1,45.4675863079922,-73.4686169500751,47,12.08
130_1,45.4679914308837,-73.4693200993943,48,12.15
130_1,45.4680809824122,-73.4677470479976,49,12.28
130_1,45.4671270120955,-73.4672872087341,50,12.39
130_1,45.4642740914114,-73.4659205663212,51,12.72
130_1,45.4628792217634,-73.4655761451803,52,12.88
130_1,45.4626002530732,-73.4655251653471,53,12.91
130_1,45.4592797308655,-73.4652714559226,54,13.28
130_1,45.4581008807745,-73.4651187429675,55,13.41
130_1,45.4567331164625,-73.4651451583997,56,13.56
130_1,45.4555453763309,-73.4653504630152,57,13.7
130_1,45.4546726063759,-73.4656322809128,58,13.8
130_1,45.4539078329164,-73.4659651667976,59,13.89
130_1,45.4514966357359,-73.4673473854258,60,14.17
130_1,45.4474210314815,-73.4699832350602,61,14.67
130_1,45.4466382903716,-73.4704822181922,62,14.77
130_1,45.4437502322803,-73.4723500631214,63,15.12
130_1,45.443138397346,-73.4726188050829,64,15.19
130_1,45.4422656044813,-73.4728876662241,65,15.29
130_1,45.4411138324327,-73.4730543909855,66,15.42
130_1,45.4400880692069,-73.4733488724972,67,15.54
130_1,45.4394402580334,-73.4737070782088,68,15.61
130_1,45.438531543138,-73.474308252556,69,15.72
130_1,45.4378297573877,-73.4747559342237,70,15.81
130_1,45.435571437974,-73.4762140088464,71,16.08
130_1,45.4344017826783,-73.4769685810796,72,16.23
130_1,45.4315675939482,-73.4787845494928,73,16.57
130_1,45.4261150651038,-73.4822497447743,74,17.24
130_1,45.4181070396302,-73.4874654148004,75,18.22
130_1,45.4164604426904,-73.4888201393576,76,18.43
130_1,45.4079842833558,-73.4966273808606,77,19.55
130_1,45.40814627902,-73.5025550218029,78,20.01
130_1,45.4082811590764,-73.5053911088349,79,20.24
130_1,45.4083260716512,-73.5068858056039,80,20.35
130_1,45.4081550666795,-73.5073967892665,81,20.4
130_1,45.4057339370302,-73.5130939293956,82,20.92
130_1,45.4032946182142,-73.5182157461075,83,21.4
130_1,45.3986857816453,-73.5262229217418,84,22.21
130_1,45.398091632179,-73.5272572472136,85,22.32
130_1,45.4000163281332,-73.5311795686052,86,22.69
130_1,45.401059101247,-73.5348589135438,87,23.0
130_1,45.4006712232713,-73.5378093360534,88,23.24
130_1,45.3981246089648,-73.5378459561887,89,23.52
130_1,45.3961897490227,-73.5383300163725,90,23.74
130_1,45.3952717714575,-73.538687017605,91,23.84
130_1,45.3927340269035,-73.5390939785026,92,24.13
130_1,45.3908173547683,-73.5390032586954,93,24.34
130_1,45.3901424199926,-73.5391177339568,94,24.42
130_1,45.3872083837262,-73.5405204533134,95,24.76
130_1,45.3839415477796,-73.5414630740451,96,25.13
130_1,45.3853611668785,-73.5470445913202,97,25.6
130_1,45.3845061242018,-73.5474652849788,98,25.7
130_1,45.3846677297144,-73.548346537786,99,25.77
130_2,45.3846677297144,-73.548346537786,1,0.0
130_2,45.3845061242018,-73.5474652849788,2,0.07
130_2,45.3853611668785,-73.5470445913202,3,0.17
130_2,45.3839415477796,-73.5414630740451,4,0.64
130_2,45.3872083837262,-73.5405204533134,5,1.01
130_2,45.3901424199926,-73.5391177339568,6,1.35
130_2,45.3908173547683,-73.5390032586954,7,1.43
130_2,45.3927340269035,-73.5390939785026,8,1.64
130_2,45.3952717714575,-73.538687017605,9,1.92
130_2,45.3961897490227,-73.5383300163725,10,2.03
130_2,45.3981246089648,-73.5378459561887,11,2.25
130_2,45.4006712232713,-73.5378093360534,12,2.53
130_2,45.401059101247,-73.5348589135438,13,2.77
130_2,45.4000163281332,-73.5311795686052,14,3.08
130_2,45.398091632179,-73.5272572472136,15,3.45
130_2,45.3986857816453,-73.5262229217418,16,3.55
130_2,45.4032946182142,-73.5182157461075,17,4.36
130_2,45.4057339370302,-73.5130939293956,18,4.85
130_2,45.4081550666795,-73.5073967892665,19,5.37
130_2,45.4083260716512,-73.5068858056039,20,5.41
130_2,45.4082811590764,-73.5053911088349,21,5.53
130_2,45.40814627902,-73.5025550218029,22,5.75
130_2,45.4079842833558,-73.4966273808606,23,6.22
130_2,45.4164604426904,-73.4888201393576,24,7.34
130_2,45.4181070396302,-73.4874654148004,25,7.55
130_2,45.4261150651038,-73.4822497447743,26,8.53
130_2,45.4315045683818,-73.4785928674409,27,9.19
130_2,45.4315045683818,-73.4785928674409,28,9.19
130_2,45.4343117402553,-73.4766874354577,29,9.54
130_2,45.4354813937113,-73.4759328586181,30,9.68
130_2,45.4381445861145,-73.474218955026,31,10.01
130_2,45.4384414942288,-73.4740270906628,32,10.04
130_2,45.4394221839918,-73.4733747503131,33,10.16
130_2,45.4403759320087,-73.4729652655627,34,10.28
130_2,45.4411947463965,-73.4727475709036,35,10.37
130_2,45.441896613142,-73.4726705366555,36,10.45
130_2,45.4425084791464,-73.4725296297593,37,10.51
130_2,45.4431743205865,-73.4723247784228,38,10.59
130_2,45.4436961664664,-73.4720432944089,39,10.65
130_2,45.4465572340172,-73.4702138011638,40,11.0
130_2,45.4473309720577,-73.4697020359012,41,11.1
130_2,45.4532689427343,-73.4659783363841,42,11.82
130_2,45.454609527984,-73.4653382505297,43,11.97
130_2,45.4550414056608,-73.4651717719445,44,12.02
130_2,45.455527289741,-73.465056400624,45,12.08
130_2,45.456085157761,-73.4649281967848,46,12.14
130_2,45.4565980566865,-73.4648767346617,47,12.2
130_2,45.4592886630686,-73.4650540773378,48,12.5
130_2,45.4614753600268,-73.4652573208267,49,12.74
130_2,45.463698069066,-73.4655244962372,50,12.99
130_2,45.4643100126244,-73.4656775767033,51,13.06
130_2,45.4668209567669,-73.4669165234398,52,13.35
130_2,45.4682159053473,-73.4675551409809,53,13.52
130_2,45.4680904416444,-73.4694223548254,54,13.66
130_2,45.4675863079922,-73.4686169500751,55,13.75
130_2,45.4679914308837,-73.4693200993943,56,13.82
130_2,45.4680809824122,-73.4677470479976,57,13.94
130_2,45.4671270120955,-73.4672872087341,58,14.05
130_2,45.4664430978037,-73.46718529815,59,14.13
130_2,45.466173187178,-73.4673389132646,60,14.16
